"","Version","Kmod","M1","M2","S1","S2","P","Model","Cat","sumM","sumS"
"1244","Fwd",15,0,NA,500,NA,0,"Type I","Extinct",0,500
"1245","Fwd",15,0.1,NA,497.119237,NA,2.730762976,"Type I","Coex",0.1,497.119237
"1246","Fwd",16,329.1774892,NA,6.233766234,NA,0,"Type I","P Extinct",329.1774892,6.233766234
"1247","Fwd",16,0,NA,500,NA,0,"Type I","Extinct",0,500
"1248","Fwd",16,0.1,NA,496.9741631,NA,2.875836881,"Type I","Coex",0.1,496.9741631
"1249","Fwd",17,329.1869919,NA,6.219512195,NA,0,"Type I","P Extinct",329.1869919,6.219512195
"1250","Fwd",17,0,NA,500,NA,0,"Type I","Extinct",0,500
"1251","Fwd",17,0.1,NA,496.8334789,NA,3.016521106,"Type I","Coex",0.1,496.8334789
"1252","Fwd",18,329.1954023,NA,6.206896552,NA,0,"Type I","P Extinct",329.1954023,6.206896552
"1253","Fwd",18,0,NA,500,NA,0,"Type I","Extinct",0,500
"1254","Fwd",18,0.1,NA,496.6969907,NA,3.153009307,"Type I","Coex",0.1,496.6969907
"1255","Fwd",19,329.2028986,NA,6.195652174,NA,0,"Type I","P Extinct",329.2028986,6.195652174
"1256","Fwd",19,0.1,NA,496.5645159,NA,3.28548406,"Type I","Coex",0.1,496.5645159
"1257","Fwd",20,329.209622,NA,6.18556701,NA,0,"Type I","P Extinct",329.209622,6.18556701
"1258","Fwd",20,0,NA,500,NA,0,"Type I","Extinct",0,500
"1259","Fwd",20,0.1,NA,496.4358824,NA,3.414117638,"Type I","Coex",0.1,496.4358824
"1260","Fwd",21,329.2156863,NA,6.176470588,NA,0,"Type I","P Extinct",329.2156863,6.176470588
"1261","Fwd",21,0,NA,500,NA,0,"Type I","Extinct",0,500
"1262","Fwd",21,0.1,NA,496.3109273,NA,3.539072712,"Type I","Coex",0.1,496.3109273
"1263","Fwd",22,329.2211838,NA,6.168224299,NA,0,"Type I","P Extinct",329.2211838,6.168224299
"1264","Fwd",22,0,NA,500,NA,0,"Type I","Extinct",0,500
"1265","Fwd",22,0.1,NA,496.189497,NA,3.660503009,"Type I","Coex",0.1,496.189497
"1266","Fwd",23,329.2261905,NA,6.160714286,NA,0,"Type I","P Extinct",329.2261905,6.160714286
"1267","Fwd",23,0.1,NA,496.0714461,NA,3.778553905,"Type I","Coex",0.1,496.0714461
"1268","Fwd",24,329.2307692,NA,6.153846154,NA,0,"Type I","P Extinct",329.2307692,6.153846154
"1269","Fwd",24,0,NA,500,NA,0,"Type I","Extinct",0,500
"1270","Fwd",24,0.1,NA,495.956637,NA,3.893362982,"Type I","Coex",0.1,495.956637
"1271","Fwd",25,329.2349727,NA,6.147540984,NA,0,"Type I","P Extinct",329.2349727,6.147540984
"1272","Fwd",25,0,NA,500,NA,0,"Type I","Extinct",0,500
"1273","Fwd",25,0.1,NA,495.8449395,NA,4.005060533,"Type I","Coex",0.1,495.8449395
"1274","Fwd",26,329.2388451,NA,6.141732283,NA,0,"Type I","P Extinct",329.2388451,6.141732283
"1275","Fwd",26,0,NA,500,NA,0,"Type I","Extinct",0,500
"1276","Fwd",26,0.1,NA,495.73623,NA,4.113770039,"Type I","Coex",0.1,495.73623
"1277","Fwd",27,329.2424242,NA,6.136363636,NA,0,"Type I","P Extinct",329.2424242,6.136363636
"1278","Fwd",27,0,NA,500,NA,0,"Type I","Extinct",0,500
"1279","Fwd",27,0.1,NA,495.6303914,NA,4.219608599,"Type I","Coex",0.1,495.6303914
"1280","Fwd",28,329.2457421,NA,6.131386861,NA,0,"Type I","P Extinct",329.2457421,6.131386861
"1281","Fwd",28,0.1,NA,495.5273127,NA,4.322687334,"Type I","Coex",0.1,495.5273127
"1282","Fwd",29,329.2488263,NA,6.126760563,NA,0,"Type I","P Extinct",329.2488263,6.126760563
"1283","Fwd",29,0,NA,500,NA,0,"Type I","Extinct",0,500
"1284","Fwd",29,0.1,NA,495.4268882,NA,4.423111761,"Type I","Coex",0.1,495.4268882
"1285","Fwd",30,329.2517007,NA,6.12244898,NA,0,"Type I","P Extinct",329.2517007,6.12244898
"1286","Fwd",30,0.1,NA,495.3290179,NA,4.520982135,"Type I","Coex",0.1,495.3290179
"1287","Mix",1,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1288","Mix",1,0,NA,500,NA,0,"Type I","Extinct",0,500
"1289","Mix",1,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1290","Mix",2,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1291","Mix",2,0,NA,500,NA,0,"Type I","Extinct",0,500
"1292","Mix",2,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1293","Mix",3,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1294","Mix",3,0,NA,500,NA,0,"Type I","Extinct",0,500
"1295","Mix",3,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1296","Mix",4,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1297","Mix",4,0,NA,500,NA,0,"Type I","Extinct",0,500
"1298","Mix",4,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1299","Mix",5,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1300","Mix",5,0,NA,500,NA,0,"Type I","Extinct",0,500
"1301","Mix",5,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1302","Mix",6,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1303","Mix",6,0,NA,500,NA,0,"Type I","Extinct",0,500
"1304","Mix",6,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1305","Mix",7,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1306","Mix",7,0,NA,500,NA,0,"Type I","Extinct",0,500
"1307","Mix",7,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1308","Mix",8,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1309","Mix",8,0,NA,500,NA,0,"Type I","Extinct",0,500
"1310","Mix",8,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1311","Mix",9,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1312","Mix",9,0,NA,500,NA,0,"Type I","Extinct",0,500
"1313","Mix",9,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1314","Mix",10,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1315","Mix",10,0,NA,500,NA,0,"Type I","Extinct",0,500
"1316","Mix",10,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1317","Mix",11,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1318","Mix",11,0,NA,500,NA,0,"Type I","Extinct",0,500
"1319","Mix",11,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1320","Mix",12,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1321","Mix",12,0,NA,500,NA,0,"Type I","Extinct",0,500
"1322","Mix",12,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1323","Mix",13,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1324","Mix",13,0,NA,500,NA,0,"Type I","Extinct",0,500
"1325","Mix",13,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1326","Mix",14,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1327","Mix",14,0,NA,500,NA,0,"Type I","Extinct",0,500
"1328","Mix",14,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1329","Mix",15,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1330","Mix",15,0,NA,500,NA,0,"Type I","Extinct",0,500
"1331","Mix",15,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1332","Mix",16,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1333","Mix",16,0,NA,500,NA,0,"Type I","Extinct",0,500
"1334","Mix",16,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1335","Mix",17,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1336","Mix",17,0,NA,500,NA,0,"Type I","Extinct",0,500
"1337","Mix",17,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1338","Mix",18,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1339","Mix",18,0,NA,500,NA,0,"Type I","Extinct",0,500
"1340","Mix",18,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1341","Mix",19,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1342","Mix",19,0,NA,500,NA,0,"Type I","Extinct",0,500
"1343","Mix",19,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1344","Mix",20,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1345","Mix",20,0,NA,500,NA,0,"Type I","Extinct",0,500
"1346","Mix",20,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1347","Mix",21,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1348","Mix",21,0,NA,500,NA,0,"Type I","Extinct",0,500
"1349","Mix",21,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1350","Mix",22,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1351","Mix",22,0,NA,500,NA,0,"Type I","Extinct",0,500
"1352","Mix",22,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1353","Mix",23,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1354","Mix",23,0,NA,500,NA,0,"Type I","Extinct",0,500
"1355","Mix",23,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1356","Mix",24,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1357","Mix",24,0,NA,500,NA,0,"Type I","Extinct",0,500
"1358","Mix",24,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1359","Mix",25,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1360","Mix",25,0,NA,500,NA,0,"Type I","Extinct",0,500
"1361","Mix",25,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1362","Mix",26,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1363","Mix",26,0,NA,500,NA,0,"Type I","Extinct",0,500
"1364","Mix",26,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1365","Mix",27,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1366","Mix",27,0,NA,500,NA,0,"Type I","Extinct",0,500
"1367","Mix",27,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1368","Mix",28,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1369","Mix",28,0,NA,500,NA,0,"Type I","Extinct",0,500
"1370","Mix",28,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1371","Mix",29,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1372","Mix",29,0,NA,500,NA,0,"Type I","Extinct",0,500
"1373","Mix",29,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1374","Mix",30,329.3333333,NA,6,NA,0,"Type I","P Extinct",329.3333333,6
"1375","Mix",30,0,NA,500,NA,0,"Type I","Extinct",0,500
"1376","Mix",30,0.1,NA,487.804878,NA,12.04512195,"Type I","Coex",0.1,487.804878
"1377","Rev",1,235.2380952,NA,147.1428571,NA,0,"Type I","P Extinct",235.2380952,147.1428571
"1378","Rev",1,0,NA,500,NA,0,"Type I","Extinct",0,500
"1379","Rev",1,0.1,NA,487.9227053,NA,11.92729469,"Type I","Coex",0.1,487.9227053
"1380","Rev",2,274.4444444,NA,88.33333333,NA,0,"Type I","P Extinct",274.4444444,88.33333333
"1381","Rev",2,0,NA,500,NA,0,"Type I","Extinct",0,500
"1382","Rev",2,0.1,NA,487.8640777,NA,11.98592233,"Type I","Coex",0.1,487.8640777
"1383","Rev",3,290.5882353,NA,64.11764706,NA,0,"Type I","P Extinct",290.5882353,64.11764706
"1384","Rev",3,0,NA,500,NA,0,"Type I","Extinct",0,500
"1385","Rev",3,0.1,NA,487.8444084,NA,12.00559157,"Type I","Coex",0.1,487.8444084
"1386","Rev",4,299.3939394,NA,50.90909091,NA,0,"Type I","P Extinct",299.3939394,50.90909091
"1387","Rev",4,0,NA,500,NA,0,"Type I","Extinct",0,500
"1388","Rev",4,0.1,NA,487.8345499,NA,12.01545012,"Type I","Coex",0.1,487.8345499
"1389","Rev",5,304.9382716,NA,42.59259259,NA,0,"Type I","P Extinct",304.9382716,42.59259259
"1390","Rev",5,0,NA,500,NA,0,"Type I","Extinct",0,500
"1391","Rev",5,0.1,NA,487.8286271,NA,12.02137293,"Type I","Coex",0.1,487.8286271
"1392","Rev",6,308.75,NA,36.875,NA,0,"Type I","P Extinct",308.75,36.875
"1393","Rev",6,0,NA,500,NA,0,"Type I","Extinct",0,500
"1394","Rev",6,0.1,NA,487.8246753,NA,12.02532468,"Type I","Coex",0.1,487.8246753
"1395","Rev",7,311.5315315,NA,32.7027027,NA,0,"Type I","P Extinct",311.5315315,32.7027027
"1396","Rev",7,0,NA,500,NA,0,"Type I","Extinct",0,500
"1397","Rev",7,0.1,NA,487.8218511,NA,12.02814892,"Type I","Coex",0.1,487.8218511
"1398","Rev",8,313.6507937,NA,29.52380952,NA,0,"Type I","P Extinct",313.6507937,29.52380952
"1399","Rev",8,0,NA,500,NA,0,"Type I","Extinct",0,500
"1400","Rev",8,0.1,NA,487.819732,NA,12.03026797,"Type I","Coex",0.1,487.819732
"1401","Rev",9,315.3191489,NA,27.0212766,NA,0,"Type I","P Extinct",315.3191489,27.0212766
"1402","Rev",9,0,NA,500,NA,0,"Type I","Extinct",0,500
"1403","Rev",9,0.1,NA,487.8180834,NA,12.03191662,"Type I","Coex",0.1,487.8180834
"1404","Rev",10,316.6666667,NA,25,NA,0,"Type I","P Extinct",316.6666667,25
"1405","Rev",10,0,NA,500,NA,0,"Type I","Extinct",0,500
"1406","Rev",10,0.1,NA,487.8167641,NA,12.03323587,"Type I","Coex",0.1,487.8167641
"1407","Rev",11,317.7777778,NA,23.33333333,NA,0,"Type I","P Extinct",317.7777778,23.33333333
"1408","Rev",11,0,NA,500,NA,0,"Type I","Extinct",0,500
"1409","Rev",11,0.1,NA,487.8156845,NA,12.03431546,"Type I","Coex",0.1,487.8156845
"1410","Rev",12,318.7096774,NA,21.93548387,NA,0,"Type I","P Extinct",318.7096774,21.93548387
"1411","Rev",12,0,NA,500,NA,0,"Type I","Extinct",0,500
"1412","Rev",12,0.1,NA,487.8147847,NA,12.03521527,"Type I","Coex",0.1,487.8147847
"1413","Rev",13,319.5024876,NA,20.74626866,NA,0,"Type I","P Extinct",319.5024876,20.74626866
"1414","Rev",13,0,NA,500,NA,0,"Type I","Extinct",0,500
"1415","Rev",13,0.1,NA,487.8140232,NA,12.03597675,"Type I","Coex",0.1,487.8140232
"1416","Rev",14,320.1851852,NA,19.72222222,NA,0,"Type I","P Extinct",320.1851852,19.72222222
"1417","Rev",14,0,NA,500,NA,0,"Type I","Extinct",0,500
"1418","Rev",14,0.1,NA,487.8133705,NA,12.03662953,"Type I","Coex",0.1,487.8133705
"1419","Rev",15,320.7792208,NA,18.83116883,NA,0,"Type I","P Extinct",320.7792208,18.83116883
"1420","Rev",15,0,NA,500,NA,0,"Type I","Extinct",0,500
"1421","Rev",15,0.1,NA,487.8128047,NA,12.03719532,"Type I","Coex",0.1,487.8128047
"1422","Rev",16,321.300813,NA,18.04878049,NA,0,"Type I","P Extinct",321.300813,18.04878049
"1423","Rev",16,0,NA,500,NA,0,"Type I","Extinct",0,500
"1424","Rev",16,0.1,NA,487.8123096,NA,12.03769043,"Type I","Coex",0.1,487.8123096
"1425","Rev",17,321.7624521,NA,17.35632184,NA,0,"Type I","P Extinct",321.7624521,17.35632184
"1426","Rev",17,0,NA,500,NA,0,"Type I","Extinct",0,500
"1427","Rev",17,0.1,NA,487.8118727,NA,12.03812733,"Type I","Coex",0.1,487.8118727
"1428","Rev",18,322.173913,NA,16.73913043,NA,0,"Type I","P Extinct",322.173913,16.73913043
"1429","Rev",18,0,NA,500,NA,0,"Type I","Extinct",0,500
"1430","Rev",18,0.1,NA,487.8114843,NA,12.03851571,"Type I","Coex",0.1,487.8114843
"1431","Rev",19,322.5429553,NA,16.18556701,NA,0,"Type I","P Extinct",322.5429553,16.18556701
"1432","Rev",19,0,NA,500,NA,0,"Type I","Extinct",0,500
"1433","Rev",19,0.1,NA,487.8111368,NA,12.03886323,"Type I","Coex",0.1,487.8111368
"1434","Rev",20,322.875817,NA,15.68627451,NA,0,"Type I","P Extinct",322.875817,15.68627451
"1435","Rev",20,0,NA,500,NA,0,"Type I","Extinct",0,500
"1436","Rev",20,0.1,NA,487.810824,NA,12.03917601,"Type I","Coex",0.1,487.810824
"1437","Rev",21,323.1775701,NA,15.23364486,NA,0,"Type I","P Extinct",323.1775701,15.23364486
"1438","Rev",21,0,NA,500,NA,0,"Type I","Extinct",0,500
"1439","Rev",21,0.1,NA,487.810541,NA,12.03945902,"Type I","Coex",0.1,487.810541
"1440","Rev",22,323.452381,NA,14.82142857,NA,0,"Type I","P Extinct",323.452381,14.82142857
"1441","Rev",22,0,NA,500,NA,0,"Type I","Extinct",0,500
"1442","Rev",22,0.1,NA,487.8102837,NA,12.03971631,"Type I","Coex",0.1,487.8102837
"1443","Rev",23,323.7037037,NA,14.44444444,NA,0,"Type I","P Extinct",323.7037037,14.44444444
"1444","Rev",23,0,NA,500,NA,0,"Type I","Extinct",0,500
"1445","Rev",23,0.1,NA,487.8100488,NA,12.03995124,"Type I","Coex",0.1,487.8100488
"1446","Rev",24,323.9344262,NA,14.09836066,NA,0,"Type I","P Extinct",323.9344262,14.09836066
"1447","Rev",24,0,NA,500,NA,0,"Type I","Extinct",0,500
"1448","Rev",24,0.1,NA,487.8098334,NA,12.0401666,"Type I","Coex",0.1,487.8098334
"1449","Rev",25,324.1469816,NA,13.77952756,NA,0,"Type I","P Extinct",324.1469816,13.77952756
"1450","Rev",25,0,NA,500,NA,0,"Type I","Extinct",0,500
"1451","Rev",25,0.1,NA,487.8096353,NA,12.04036474,"Type I","Coex",0.1,487.8096353
"1452","Rev",26,324.3434343,NA,13.48484848,NA,0,"Type I","P Extinct",324.3434343,13.48484848
"1453","Rev",26,0,NA,500,NA,0,"Type I","Extinct",0,500
"1454","Rev",26,0.1,NA,487.8094524,NA,12.04054764,"Type I","Coex",0.1,487.8094524
"1455","Rev",27,324.5255474,NA,13.21167883,NA,0,"Type I","P Extinct",324.5255474,13.21167883
"1456","Rev",27,0,NA,500,NA,0,"Type I","Extinct",0,500
"1457","Rev",27,0.1,NA,487.809283,NA,12.04071699,"Type I","Coex",0.1,487.809283
"1458","Rev",28,324.6948357,NA,12.95774648,NA,0,"Type I","P Extinct",324.6948357,12.95774648
"1459","Rev",28,0,NA,500,NA,0,"Type I","Extinct",0,500
"1460","Rev",28,0.1,NA,487.8091257,NA,12.04087426,"Type I","Coex",0.1,487.8091257
"1461","Rev",29,324.8526077,NA,12.72108844,NA,0,"Type I","P Extinct",324.8526077,12.72108844
"1462","Rev",29,0,NA,500,NA,0,"Type I","Extinct",0,500
"1463","Rev",29,0.1,NA,487.8089793,NA,12.04102068,"Type I","Coex",0.1,487.8089793
"1464","Rev",30,325,NA,12.5,NA,0,"Type I","P Extinct",325,12.5
"1465","Rev",30,0,NA,500,NA,0,"Type I","Extinct",0,500
"1466","Rev",30,0.1,NA,487.8088427,NA,12.04115735,"Type I","Coex",0.1,487.8088427
"1467","Sub",1,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1468","Sub",1,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1469","Sub",2,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1470","Sub",2,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1471","Sub",3,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1472","Sub",3,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1473","Sub",4,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1474","Sub",4,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1475","Sub",5,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1476","Sub",5,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1477","Sub",6,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1478","Sub",6,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1479","Sub",7,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1480","Sub",7,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1481","Sub",8,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1482","Sub",8,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1483","Sub",9,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1484","Sub",9,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1485","Sub",10,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1486","Sub",10,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1487","Sub",11,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1488","Sub",11,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1489","Sub",12,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1490","Sub",12,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1491","Sub",13,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1492","Sub",13,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1493","Sub",14,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1494","Sub",14,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1495","Sub",15,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1496","Sub",15,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1497","Sub",16,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1498","Sub",16,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1499","Sub",17,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1500","Sub",17,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1501","Sub",18,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1502","Sub",18,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1503","Sub",19,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1504","Sub",19,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1505","Sub",20,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1506","Sub",20,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1507","Sub",21,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1508","Sub",21,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1509","Sub",22,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1510","Sub",22,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1511","Sub",23,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1512","Sub",23,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1513","Sub",24,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1514","Sub",24,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1515","Sub",25,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1516","Sub",25,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1517","Sub",26,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1518","Sub",26,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1519","Sub",27,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1520","Sub",27,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1521","Sub",28,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1522","Sub",28,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1523","Sub",29,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1524","Sub",29,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1525","Sub",30,66.66666667,NA,400,NA,0,"Type I","P Extinct",66.66666667,400
"1526","Sub",30,0.1,NA,400,NA,99.85,"Type I","Coex",0.1,400
"1527","Fwd",1,323.3333333,NA,15,NA,0,"Type II","P Extinct",323.3333333,15
"1528","Fwd",1,0,NA,500,NA,0,"Type II","Extinct",0,500
"1529","Fwd",1,0.555555556,NA,498.6384171,NA,0.528249539,"Type II","Coex",0.555555556,498.6384171
"1530","Fwd",2,327.6190476,NA,8.571428571,NA,0,"Type II","P Extinct",327.6190476,8.571428571
"1531","Fwd",2,0,NA,500,NA,0,"Type II","Extinct",0,500
"1532","Fwd",2,0.555555556,NA,497.3296113,NA,1.837055356,"Type II","Coex",0.555555556,497.3296113
"1533","Fwd",3,328.3333333,NA,7.5,NA,0,"Type II","P Extinct",328.3333333,7.5
"1534","Fwd",3,0,NA,500,NA,0,"Type II","Extinct",0,500
"1535","Fwd",3,0.555555556,NA,496.0709439,NA,3.095722795,"Type II","Coex",0.555555556,496.0709439
"1536","Fwd",4,328.627451,NA,7.058823529,NA,0,"Type II","P Extinct",328.627451,7.058823529
"1537","Fwd",4,0,NA,500,NA,0,"Type II","Extinct",0,500
"1538","Fwd",4,0.555555556,NA,494.8599219,NA,4.306744799,"Type II","Coex",0.555555556,494.8599219
"1539","Fwd",5,328.7878788,NA,6.818181818,NA,0,"Type II","P Extinct",328.7878788,6.818181818
"1540","Fwd",5,0,NA,500,NA,0,"Type II","Extinct",0,500
"1541","Fwd",5,0.555555556,NA,493.6941907,NA,5.472475959,"Type II","Coex",0.555555556,493.6941907
"1542","Fwd",6,328.8888889,NA,6.666666667,NA,0,"Type II","P Extinct",328.8888889,6.666666667
"1543","Fwd",6,0,NA,500,NA,0,"Type II","Extinct",0,500
"1544","Fwd",6,0.555555556,NA,492.5715269,NA,6.595139768,"Type II","Coex",0.555555556,492.5715269
"1545","Fwd",7,328.9583333,NA,6.5625,NA,0,"Type II","P Extinct",328.9583333,6.5625
"1546","Fwd",7,3.32615e-15,NA,500,NA,0,"Type II","P Extinct",3.32615e-15,500
"1547","Fwd",7,0.555555556,NA,491.489831,NA,7.676835673,"Type II","Coex",0.555555556,491.489831
"1548","Fwd",8,329.009009,NA,6.486486486,NA,0,"Type II","P Extinct",329.009009,6.486486486
"1549","Fwd",8,0,NA,500,NA,0,"Type II","Extinct",0,500
"1550","Fwd",8,0.555555556,NA,490.4471208,NA,8.719545899,"Type II","Coex",0.555555556,490.4471208
"1551","Fwd",9,329.047619,NA,6.428571429,NA,0,"Type II","P Extinct",329.047619,6.428571429
